Date,Price,Year,Month,Month Name,Year-Month,% Change,Moving Average
1996-12-01,4.83,1996,12,December,1996-12,-0.14,4.86
1997-01-01,4.77,1997,1,January,1997-01,-1.07,4.81
1997-02-01,5.07,1997,2,February,1997-02,6.23,4.89
1997-03-01,5.2,1997,3,March,1997-03,2.44,5.01
1997-04-01,4.77,1997,4,April,1997-04,-8.15,5.01
1997-05-01,4.75,1997,5,May,1997-05,-0.48,4.91
1997-06-01,4.76,1997,6,June,1997-06,0.15,4.76
1997-07-01,4.37,1997,7,July,1997-07,-8.08,4.63
1997-08-01,4.5,1997,8,August,1997-08,2.84,4.54
1997-09-01,4.73,1997,9,September,1997-09,5.24,4.53
1997-10-01,5.03,1997,10,October,1997-10,6.4,4.75
1997-11-01,5.08,1997,11,November,1997-11,0.86,4.95
1997-12-01,5.84,1997,12,December,1997-12,14.95,5.32
1998-01-01,5.89,1998,1,January,1998-01,0.86,5.6
1998-02-01,6.81,1998,2,February,1998-02,15.62,6.18
1998-03-01,6.24,1998,3,March,1998-03,-8.29,6.31
1998-04-01,6.34,1998,4,April,1998-04,1.57,6.46
1998-05-01,5.58,1998,5,May,1998-05,-12.08,6.05
1998-06-01,5.26,1998,6,June,1998-06,-5.6,5.73
1998-07-01,5.46,1998,7,July,1998-07,3.65,5.43
1998-08-01,5.18,1998,8,August,1998-08,-5.06,5.3
1998-09-01,5.0,1998,9,September,1998-09,-3.48,5.21
1998-10-01,5.01,1998,10,October,1998-10,0.2,5.06
1998-11-01,4.97,1998,11,November,1998-11,-0.72,4.99
1998-12-01,4.88,1998,12,December,1998-12,-1.93,4.95
1999-01-01,5.14,1999,1,January,1999-01,5.37,5.0
1999-02-01,5.53,1999,2,February,1999-02,7.61,5.18
1999-03-01,5.19,1999,3,March,1999-03,-6.08,5.29
1999-04-01,5.06,1999,4,April,1999-04,-2.58,5.26
1999-05-01,5.26,1999,5,May,1999-05,3.98,5.17
1999-06-01,5.03,1999,6,June,1999-06,-4.47,5.12
1999-07-01,5.18,1999,7,July,1999-07,3.04,5.16
1999-08-01,5.26,1999,8,August,1999-08,1.56,5.16
1999-09-01,5.21,1999,9,September,1999-09,-0.98,5.22
1999-10-01,5.41,1999,10,October,1999-10,3.9,5.29
1999-11-01,5.15,1999,11,November,1999-11,-4.78,5.26
1999-12-01,5.16,1999,12,December,1999-12,0.07,5.24
2000-01-01,5.19,2000,1,January,2000-01,0.6,5.17
2000-02-01,5.25,2000,2,February,2000-02,1.13,5.2
2000-03-01,5.06,2000,3,March,2000-03,-3.47,5.17
2000-04-01,5.06,2000,4,April,2000-04,-0.01,5.13
2000-05-01,4.98,2000,5,May,2000-05,-1.68,5.04
2000-06-01,5.0,2000,6,June,2000-06,0.36,5.01
2000-07-01,4.97,2000,7,July,2000-07,-0.57,4.98
2000-08-01,4.89,2000,8,August,2000-08,-1.67,4.95
2000-09-01,4.89,2000,9,September,2000-09,0.08,4.92
2000-10-01,4.83,2000,10,October,2000-10,-1.23,4.87
2000-11-01,4.68,2000,11,November,2000-11,-3.08,4.8
2000-12-01,4.64,2000,12,December,2000-12,-0.89,4.72
2001-01-01,4.66,2001,1,January,2001-01,0.37,4.66
2001-02-01,4.56,2001,2,February,2001-02,-2.14,4.62
2001-03-01,4.4,2001,3,March,2001-03,-3.37,4.54
2001-04-01,4.36,2001,4,April,2001-04,-0.89,4.44
2001-05-01,4.43,2001,5,May,2001-05,1.56,4.4
2001-06-01,4.37,2001,6,June,2001-06,-1.34,4.39
2001-07-01,4.25,2001,7,July,2001-07,-2.73,4.35
2001-08-01,4.22,2001,8,August,2001-08,-0.79,4.28
2001-09-01,4.35,2001,9,September,2001-09,3.13,4.28
2001-10-01,4.4,2001,10,October,2001-10,1.11,4.32
2001-11-01,4.12,2001,11,November,2001-11,-6.33,4.29
2001-12-01,4.37,2001,12,December,2001-12,5.99,4.3
2002-01-01,4.51,2002,1,January,2002-01,3.33,4.34
2002-02-01,4.42,2002,2,February,2002-02,-2.03,4.44
2002-03-01,4.54,2002,3,March,2002-03,2.62,4.49
2002-04-01,4.58,2002,4,April,2002-04,0.8,4.51
2002-05-01,4.7,2002,5,May,2002-05,2.7,4.6
2002-06-01,4.9,2002,6,June,2002-06,4.37,4.73
2002-07-01,4.92,2002,7,July,2002-07,0.29,4.84
2002-08-01,4.54,2002,8,August,2002-08,-7.69,4.79
2002-09-01,4.55,2002,9,September,2002-09,0.29,4.67
2002-10-01,4.4,2002,10,October,2002-10,-3.34,4.5
2002-11-01,4.51,2002,11,November,2002-11,2.49,4.49
2002-12-01,4.63,2002,12,December,2002-12,2.67,4.51
2003-01-01,4.81,2003,1,January,2003-01,3.78,4.65
2003-02-01,4.66,2003,2,February,2003-02,-3.14,4.7
2003-03-01,4.53,2003,3,March,2003-03,-2.72,4.66
2003-04-01,4.49,2003,4,April,2003-04,-0.78,4.56
2003-05-01,4.74,2003,5,May,2003-05,5.52,4.59
2003-06-01,4.53,2003,6,June,2003-06,-4.54,4.59
2003-07-01,4.8,2003,7,July,2003-07,5.98,4.69
2003-08-01,4.99,2003,8,August,2003-08,4.01,4.77
2003-09-01,5.17,2003,9,September,2003-09,3.64,4.99
2003-10-01,5.0,2003,10,October,2003-10,-3.26,5.05
2003-11-01,5.18,2003,11,November,2003-11,3.51,5.12
2003-12-01,5.63,2003,12,December,2003-12,8.69,5.27
2004-01-01,6.3,2004,1,January,2004-01,11.96,5.7
2004-02-01,6.44,2004,2,February,2004-02,2.22,6.12
2004-03-01,7.23,2004,3,March,2004-03,12.19,6.66
2004-04-01,7.15,2004,4,April,2004-04,-1.06,6.94
2004-05-01,5.87,2004,5,May,2004-05,-17.92,6.75
2004-06-01,5.86,2004,6,June,2004-06,-0.1,6.29
2004-07-01,6.31,2004,7,July,2004-07,7.72,6.01
2004-08-01,6.66,2004,8,August,2004-08,5.48,6.28
2004-09-01,6.4,2004,9,September,2004-09,-3.85,6.46
2004-10-01,7.1,2004,10,October,2004-10,10.8,6.72
2004-11-01,7.49,2004,11,November,2004-11,5.6,7.0
2004-12-01,7.08,2004,12,December,2004-12,-5.44,7.22
2005-01-01,6.62,2005,1,January,2005-01,-6.58,7.07
2005-02-01,7.03,2005,2,February,2005-02,6.21,6.91
2005-03-01,7.23,2005,3,March,2005-03,2.82,6.96
2005-04-01,7.12,2005,4,April,2005-04,-1.51,7.13
2005-05-01,7.02,2005,5,May,2005-05,-1.35,7.12
2005-06-01,7.31,2005,6,June,2005-06,4.1,7.15
2005-07-01,7.01,2005,7,July,2005-07,-4.05,7.12
2005-08-01,7.03,2005,8,August,2005-08,0.27,7.12
2005-09-01,7.15,2005,9,September,2005-09,1.71,7.07
2005-10-01,7.67,2005,10,October,2005-10,7.23,7.29
2005-11-01,7.87,2005,11,November,2005-11,2.63,7.57
2005-12-01,8.63,2005,12,December,2005-12,9.58,8.06
2006-01-01,9.14,2006,1,January,2006-01,5.94,8.55
2006-02-01,9.53,2006,2,February,2006-02,4.33,9.1
2006-03-01,10.38,2006,3,March,2006-03,8.9,9.69
2006-04-01,12.61,2006,4,April,2006-04,21.48,10.84
2006-05-01,13.38,2006,5,May,2006-05,6.05,12.13
2006-06-01,10.8,2006,6,June,2006-06,-19.29,12.26
2006-07-01,11.23,2006,7,July,2006-07,4.04,11.8
2006-08-01,12.19,2006,8,August,2006-08,8.5,11.41
2006-09-01,11.68,2006,9,September,2006-09,-4.19,11.7
2006-10-01,11.56,2006,10,October,2006-10,-1.01,11.81
2006-11-01,12.93,2006,11,November,2006-11,11.87,12.06
2006-12-01,13.28,2006,12,December,2006-12,2.69,12.59
2007-01-01,12.84,2007,1,January,2007-01,-3.29,13.02
2007-02-01,13.91,2007,2,February,2007-02,8.32,13.34
2007-03-01,13.18,2007,3,March,2007-03,-5.22,13.31
2007-04-01,13.72,2007,4,April,2007-04,4.09,13.61
2007-05-01,13.15,2007,5,May,2007-05,-4.19,13.35
2007-06-01,13.14,2007,6,June,2007-06,-0.03,13.34
2007-07-01,12.91,2007,7,July,2007-07,-1.79,13.07
2007-08-01,12.33,2007,8,August,2007-08,-4.45,12.8
2007-09-01,12.83,2007,9,September,2007-09,4.05,12.69
2007-10-01,13.67,2007,10,October,2007-10,6.52,12.95
2007-11-01,14.7,2007,11,November,2007-11,7.54,13.74
2007-12-01,14.3,2007,12,December,2007-12,-2.71,14.23
2008-01-01,15.91,2008,1,January,2008-01,11.22,14.97
2008-02-01,17.57,2008,2,February,2008-02,10.44,15.93
2008-03-01,19.32,2008,3,March,2008-03,9.95,17.6
2008-04-01,17.5,2008,4,April,2008-04,-9.41,18.13
2008-05-01,17.06,2008,5,May,2008-05,-2.51,17.96
2008-06-01,16.97,2008,6,June,2008-06,-0.53,17.18
2008-07-01,18.03,2008,7,July,2008-07,6.28,17.35
2008-08-01,14.64,2008,8,August,2008-08,-18.85,16.55
2008-09-01,12.37,2008,9,September,2008-09,-15.46,15.01
2008-10-01,10.44,2008,10,October,2008-10,-15.61,12.48
2008-11-01,9.87,2008,11,November,2008-11,-5.52,10.89
2008-12-01,10.29,2008,12,December,2008-12,4.26,10.2
2009-01-01,11.27,2009,1,January,2009-01,9.55,10.47
2009-02-01,13.41,2009,2,February,2009-02,19.03,11.66
2009-03-01,13.12,2009,3,March,2009-03,-2.2,12.6
2009-04-01,12.48,2009,4,April,2009-04,-4.86,13.0
2009-05-01,13.98,2009,5,May,2009-05,12.06,13.19
2009-06-01,14.65,2009,6,June,2009-06,4.79,13.71
2009-07-01,13.36,2009,7,July,2009-07,-8.82,14.0
2009-08-01,14.36,2009,8,August,2009-08,7.45,14.12
2009-09-01,16.39,2009,9,September,2009-09,14.16,14.7
2009-10-01,17.24,2009,10,October,2009-10,5.17,15.99
2009-11-01,17.82,2009,11,November,2009-11,3.4,17.15
2009-12-01,17.64,2009,12,December,2009-12,-1.0,17.57
2010-01-01,17.75,2010,1,January,2010-01,0.61,17.74
2010-02-01,15.87,2010,2,February,2010-02,-10.57,17.09
2010-03-01,17.11,2010,3,March,2010-03,7.77,16.91
2010-04-01,18.06,2010,4,April,2010-04,5.59,17.01
2010-05-01,18.43,2010,5,May,2010-05,2.05,17.87
2010-06-01,18.45,2010,6,June,2010-06,0.12,18.32
2010-07-01,17.96,2010,7,July,2010-07,-2.68,18.28
2010-08-01,18.39,2010,8,August,2010-08,2.38,18.27
2010-09-01,20.55,2010,9,September,2010-09,11.76,18.97
2010-10-01,23.39,2010,10,October,2010-10,13.84,20.78
2010-11-01,26.54,2010,11,November,2010-11,13.46,23.49
2010-12-01,29.32,2010,12,December,2010-12,10.49,26.42
2011-01-01,28.51,2011,1,January,2011-01,-2.78,28.12
2011-02-01,30.78,2011,2,February,2011-02,7.96,29.54
2011-03-01,35.81,2011,3,March,2011-03,16.36,31.7
2011-04-01,42.7,2011,4,April,2011-04,19.22,36.43
2011-05-01,37.34,2011,5,May,2011-05,-12.55,38.61
2011-06-01,35.8,2011,6,June,2011-06,-4.13,38.61
2011-07-01,37.92,2011,7,July,2011-07,5.93,37.02
2011-08-01,40.33,2011,8,August,2011-08,6.37,38.01
2011-09-01,38.15,2011,9,September,2011-09,-5.4,38.8
2011-10-01,31.97,2011,10,October,2011-10,-16.2,36.82
2011-11-01,33.08,2011,11,November,2011-11,3.46,34.4
2011-12-01,30.3,2011,12,December,2011-12,-8.4,31.79
2012-01-01,30.65,2012,1,January,2012-01,1.15,31.35
2012-02-01,34.14,2012,2,February,2012-02,11.38,31.7
2012-03-01,32.95,2012,3,March,2012-03,-3.48,32.58
2012-04-01,31.53,2012,4,April,2012-04,-4.33,32.87
2012-05-01,28.72,2012,5,May,2012-05,-8.9,31.07
2012-06-01,27.98,2012,6,June,2012-06,-2.56,29.41
2012-07-01,27.43,2012,7,July,2012-07,-1.97,28.04
2012-08-01,28.8,2012,8,August,2012-08,4.99,28.07
2012-09-01,33.61,2012,9,September,2012-09,16.7,29.95
2012-10-01,33.19,2012,10,October,2012-10,-1.25,31.87
2012-11-01,32.77,2012,11,November,2012-11,-1.25,33.19
2012-12-01,31.87,2012,12,December,2012-12,-2.74,32.61
2013-01-01,31.06,2013,1,January,2013-01,-2.55,31.9
2013-02-01,30.33,2013,2,February,2013-02,-2.36,31.09
2013-03-01,28.79,2013,3,March,2013-03,-5.07,30.06
2013-04-01,25.36,2013,4,April,2013-04,-11.93,28.16
2013-05-01,23.04,2013,5,May,2013-05,-9.14,25.73
2013-06-01,21.11,2013,6,June,2013-06,-8.37,23.17
2013-07-01,19.71,2013,7,July,2013-07,-6.63,21.29
2013-08-01,21.89,2013,8,August,2013-08,11.08,20.9
2013-09-01,22.56,2013,9,September,2013-09,3.06,21.39
2013-10-01,21.92,2013,10,October,2013-10,-2.87,22.12
2013-11-01,20.76,2013,11,November,2013-11,-5.29,21.75
2013-12-01,19.67,2013,12,December,2013-12,-5.24,20.78
2014-01-01,19.88,2014,1,January,2014-01,1.04,20.1
2014-02-01,20.84,2014,2,February,2014-02,4.88,20.13
2014-03-01,20.72,2014,3,March,2014-03,-0.62,20.48
2014-04-01,19.74,2014,4,April,2014-04,-4.73,20.43
2014-05-01,19.34,2014,5,May,2014-05,-2.0,19.93
2014-06-01,19.89,2014,6,June,2014-06,2.84,19.66
2014-07-01,20.92,2014,7,July,2014-07,5.18,20.05
2014-08-01,19.74,2014,8,August,2014-08,-5.67,20.18
2014-09-01,18.37,2014,9,September,2014-09,-6.93,19.68
2014-10-01,17.16,2014,10,October,2014-10,-6.57,18.42
2014-11-01,15.97,2014,11,November,2014-11,-6.97,17.17
2014-12-01,16.3,2014,12,December,2014-12,2.06,16.47
2015-01-01,17.24,2015,1,January,2015-01,5.77,16.5
2015-02-01,16.79,2015,2,February,2015-02,-2.61,16.77
2015-03-01,16.24,2015,3,March,2015-03,-3.26,16.75
2015-04-01,16.34,2015,4,April,2015-04,0.62,16.46
2015-05-01,16.83,2015,5,May,2015-05,3.01,16.47
2015-06-01,16.08,2015,6,June,2015-06,-4.5,16.42
2015-07-01,15.05,2015,7,July,2015-07,-6.36,15.99
2015-08-01,14.94,2015,8,August,2015-08,-0.74,15.36
2015-09-01,14.75,2015,9,September,2015-09,-1.28,14.91
2015-10-01,15.81,2015,10,October,2015-10,7.21,15.17
2015-11-01,14.45,2015,11,November,2015-11,-8.61,15.01
2015-12-01,14.13,2015,12,December,2015-12,-2.25,14.8
2016-01-01,14.11,2016,1,January,2016-01,-0.15,14.23
2016-02-01,15.17,2016,2,February,2016-02,7.52,14.47
2016-03-01,15.46,2016,3,March,2016-03,1.96,14.91
2016-04-01,16.36,2016,4,April,2016-04,5.79,15.66
2016-05-01,16.95,2016,5,May,2016-05,3.59,16.26
2016-06-01,17.29,2016,6,June,2016-06,2.0,16.86
2016-07-01,19.99,2016,7,July,2016-07,15.65,18.08
2016-08-01,19.59,2016,8,August,2016-08,-2.03,18.96
2016-09-01,19.36,2016,9,September,2016-09,-1.17,19.65
2016-10-01,17.66,2016,10,October,2016-10,-8.79,18.87
2016-11-01,17.41,2016,11,November,2016-11,-1.4,18.14
2016-12-01,16.43,2016,12,December,2016-12,-5.6,17.16
2017-01-01,16.9,2017,1,January,2017-01,2.86,16.91
2017-02-01,17.93,2017,2,February,2017-02,6.1,17.09
2017-03-01,17.63,2017,3,March,2017-03,-1.68,17.49
2017-04-01,18.03,2017,4,April,2017-04,2.28,17.87
2017-05-01,16.74,2017,5,May,2017-05,-7.14,17.47
2017-06-01,16.93,2017,6,June,2017-06,1.11,17.24
2017-07-01,16.15,2017,7,July,2017-07,-4.6,16.61
2017-08-01,16.95,2017,8,August,2017-08,4.95,16.68
2017-09-01,17.43,2017,9,September,2017-09,2.83,16.85
2017-10-01,16.94,2017,10,October,2017-10,-2.82,17.11
2017-11-01,16.98,2017,11,November,2017-11,0.21,17.12
2017-12-01,16.16,2017,12,December,2017-12,-4.78,16.69
2018-01-01,17.13,2018,1,January,2018-01,5.95,16.76
2018-02-01,16.58,2018,2,February,2018-02,-3.18,16.62
2018-03-01,16.47,2018,3,March,2018-03,-0.66,16.73
2018-04-01,16.65,2018,4,April,2018-04,1.06,16.57
2018-05-01,16.49,2018,5,May,2018-05,-0.95,16.54
2018-06-01,16.54,2018,6,June,2018-06,0.31,16.56
2018-07-01,15.72,2018,7,July,2018-07,-4.95,16.25
2018-08-01,14.99,2018,8,August,2018-08,-4.68,15.75
2018-09-01,14.27,2018,9,September,2018-09,-4.77,14.99
2018-10-01,14.6,2018,10,October,2018-10,2.28,14.62
2018-11-01,14.35,2018,11,November,2018-11,-1.67,14.41
2018-12-01,14.77,2018,12,December,2018-12,2.92,14.57
2019-01-01,15.62,2019,1,January,2019-01,5.77,14.92
2019-02-01,15.82,2019,2,February,2019-02,1.22,15.4
2019-03-01,15.3,2019,3,March,2019-03,-3.28,15.58
2019-04-01,15.06,2019,4,April,2019-04,-1.58,15.39
2019-05-01,14.66,2019,5,May,2019-05,-2.61,15.0
2019-06-01,15.04,2019,6,June,2019-06,2.55,14.92
2019-07-01,15.79,2019,7,July,2019-07,5.02,15.16
2019-08-01,17.22,2019,8,August,2019-08,9.07,16.02
2019-09-01,18.16,2019,9,September,2019-09,5.43,17.06
2019-10-01,17.64,2019,10,October,2019-10,-2.84,17.68
2019-11-01,17.16,2019,11,November,2019-11,-2.72,17.66
2019-12-01,17.14,2019,12,December,2019-12,-0.16,17.32
2020-01-01,17.97,2020,1,January,2020-01,4.87,17.42
2020-02-01,17.88,2020,2,February,2020-02,-0.51,17.66
2020-03-01,14.88,2020,3,March,2020-03,-16.76,16.91
2020-04-01,15.06,2020,4,April,2020-04,1.22,15.94
2020-05-01,16.26,2020,5,May,2020-05,7.91,15.4
2020-06-01,17.71,2020,6,June,2020-06,8.96,16.34
2020-07-01,20.65,2020,7,July,2020-07,16.56,18.21
2020-08-01,27.0,2020,8,August,2020-08,30.78,21.79
2020-09-01,25.74,2020,9,September,2020-09,-4.67,24.46
2020-10-01,24.23,2020,10,October,2020-10,-5.87,25.66
2020-11-01,24.08,2020,11,November,2020-11,-0.62,24.68
2020-12-01,24.97,2020,12,December,2020-12,3.69,24.43
2021-01-01,25.88,2021,1,January,2021-01,3.65,24.98
2021-02-01,27.29,2021,2,February,2021-02,5.46,26.05
2021-03-01,25.65,2021,3,March,2021-03,-6.03,26.27
2021-04-01,25.69,2021,4,April,2021-04,0.15,26.21
2021-05-01,27.5,2021,5,May,2021-05,7.07,26.28
2021-06-01,27.0,2021,6,June,2021-06,-1.85,26.73
2021-07-01,25.68,2021,7,July,2021-07,-4.88,26.73
2021-08-01,23.99,2021,8,August,2021-08,-6.59,25.55
2021-09-01,23.18,2021,9,September,2021-09,-3.34,24.28
2021-10-01,23.41,2021,10,October,2021-10,0.98,23.53
2021-11-01,24.18,2021,11,November,2021-11,3.25,23.59
2021-12-01,22.53,2021,12,December,2021-12,-6.8,23.37
2022-01-01,23.16,2022,1,January,2022-01,2.78,23.29
2022-02-01,23.54,2022,2,February,2022-02,1.66,23.08
2022-03-01,25.31,2022,3,March,2022-03,7.53,24.0
2022-04-01,24.54,2022,4,April,2022-04,-3.04,24.47
2022-05-01,21.9,2022,5,May,2022-05,-10.76,23.92
2022-06-01,21.56,2022,6,June,2022-06,-1.59,22.67
2022-07-01,19.08,2022,7,July,2022-07,-11.51,20.85
2022-08-01,19.72,2022,8,August,2022-08,3.4,20.12
2022-09-01,18.94,2022,9,September,2022-09,-3.95,19.25
2022-10-01,19.43,2022,10,October,2022-10,2.54,19.36
2022-11-01,21.02,2022,11,November,2022-11,8.2,19.8
2022-12-01,23.33,2022,12,December,2022-12,10.98,21.26
2023-01-01,23.65,2023,1,January,2023-01,1.4,22.67
2023-02-01,21.92,2023,2,February,2023-02,-7.32,22.97
2023-03-01,21.98,2023,3,March,2023-03,0.25,22.52
2023-04-01,25.01,2023,4,April,2023-04,13.81,22.97
2023-05-01,24.27,2023,5,May,2023-05,-2.97,23.75
2023-06-01,23.42,2023,6,June,2023-06,-3.5,24.23
2023-07-01,24.26,2023,7,July,2023-07,3.58,23.98
2023-08-01,23.44,2023,8,August,2023-08,-3.38,23.7
2023-09-01,23.1,2023,9,September,2023-09,-1.43,23.6
2023-10-01,22.38,2023,10,October,2023-10,-3.13,22.97
2023-11-01,23.49,2023,11,November,2023-11,4.96,22.99
2023-12-01,23.88,2023,12,December,2023-12,1.66,23.25
2024-01-01,22.92,2024,1,January,2024-01,-4.03,23.43
2024-02-01,22.66,2024,2,February,2024-02,-1.13,23.15
2024-03-01,24.52,2024,3,March,2024-03,8.21,23.36
2024-04-01,27.49,2024,4,April,2024-04,12.14,24.89
2024-05-01,29.36,2024,5,May,2024-05,6.79,27.12
2024-06-01,29.58,2024,6,June,2024-06,0.74,28.81
2024-07-01,29.77,2024,7,July,2024-07,0.66,29.57
2024-08-01,28.53,2024,8,August,2024-08,-4.17,29.29
2024-09-01,30.13,2024,9,September,2024-09,5.61,29.48
2024-10-01,32.42,2024,10,October,2024-10,7.58,30.36
2024-11-01,31.09,2024,11,November,2024-11,-4.08,31.21
2024-12-01,30.76,2024,12,December,2024-12,-1.06,31.42
2025-01-01,30.41,2025,1,January,2025-01,-1.15,30.76
2025-02-01,32.15,2025,2,February,2025-02,5.72,31.11
2025-03-01,33.19,2025,3,March,2025-03,3.22,31.92
2025-04-01,32.22,2025,4,April,2025-04,-2.9,32.52
2025-05-01,32.76,2025,5,May,2025-05,1.67,32.73
2025-06-01,36.01,2025,6,June,2025-06,9.9,33.66
2025-07-01,37.7,2025,7,July,2025-07,4.7,35.49
2025-08-01,38.18,2025,8,August,2025-08,1.29,37.3
2025-09-01,42.82,2025,9,September,2025-09,12.13,39.57
2025-10-01,49.44,2025,10,October,2025-10,15.47,43.48
2025-11-01,50.43,2025,11,November,2025-11,2.01,47.56
2025-12-01,62.34,2025,12,December,2025-12,23.62,54.07
2026-01-01,92.06,2026,1,January,2026-01,47.67,68.28
2026-02-01,81.95,2026,2,February,2026-02,-10.99,78.78
2026-03-01,77.88,2026,3,March,2026-03,-4.96,83.96
2026-04-01,75.86,2026,4,April,2026-04,-2.59,78.56
